"행정구역별(1)","행정구역별(2)",인구현황별(1),인구현황별(2),2019
"강원도","정선군",외국인등록인구수 (명),여자,209
"강원도","정선군",인구밀도 (명/㎢),소계,30.56
"강원도","정선군",인구증가율 (%),소계,-1.14
"강원도","철원군",면적 (㎢),소계,889.68
"강원도","철원군",전년말주민등록인구수 (명),소계,46413
"강원도","철원군",성별 (명),소계,45584
"강원도","철원군",성별 (명),남자,23767
"강원도","철원군",성별 (명),여자,21817
"강원도","철원군",연령별 (명),소계,45584
"강원도","철원군",연령별 (명),0~14세(유소년),5276
"강원도","철원군",연령별 (명),15~64세(생산가능),30478
"강원도","철원군",연령별 (명),65세이상(고령),9830
"강원도","철원군",외국인등록인구수 (명),소계,711
"강원도","철원군",외국인등록인구수 (명),남자,442
"강원도","철원군",외국인등록인구수 (명),여자,269
"강원도","철원군",인구밀도 (명/㎢),소계,51.24
"강원도","철원군",인구증가율 (%),소계,-1.79
"강원도","화천군",면적 (㎢),소계,908.93
"강원도","화천군",전년말주민등록인구수 (명),소계,25084
"강원도","화천군",성별 (명),소계,24917
"강원도","화천군",성별 (명),남자,13495
"강원도","화천군",성별 (명),여자,11422
"강원도","화천군",연령별 (명),소계,24917
"강원도","화천군",연령별 (명),0~14세(유소년),2749
"강원도","화천군",연령별 (명),15~64세(생산가능),16849
"강원도","화천군",연령별 (명),65세이상(고령),5319
"강원도","화천군",외국인등록인구수 (명),소계,264
"강원도","화천군",외국인등록인구수 (명),남자,122
"강원도","화천군",외국인등록인구수 (명),여자,142
"강원도","화천군",인구밀도 (명/㎢),소계,27.41
"강원도","화천군",인구증가율 (%),소계,-0.67
"강원도","양구군",면적 (㎢),소계,661.82
"강원도","양구군",전년말주민등록인구수 (명),소계,23408
"강원도","양구군",성별 (명),소계,22764
"강원도","양구군",성별 (명),남자,12082
"강원도","양구군",성별 (명),여자,10682
"강원도","양구군",연령별 (명),소계,22764
"강원도","양구군",연령별 (명),0~14세(유소년),2753
"강원도","양구군",연령별 (명),15~64세(생산가능),15518
"강원도","양구군",연령별 (명),65세이상(고령),4493
"강원도","양구군",외국인등록인구수 (명),소계,288
"강원도","양구군",외국인등록인구수 (명),남자,114
"강원도","양구군",외국인등록인구수 (명),여자,174
"강원도","양구군",인구밀도 (명/㎢),소계,34.40
"강원도","양구군",인구증가율 (%),소계,-2.75
"강원도","인제군",면적 (㎢),소계,1644.97
"강원도","인제군",전년말주민등록인구수 (명),소계,32136
"강원도","인제군",성별 (명),소계,31672
"강원도","인제군",성별 (명),남자,17143
"강원도","인제군",성별 (명),여자,14529
"강원도","인제군",연령별 (명),소계,31672
"강원도","인제군",연령별 (명),0~14세(유소년),3749
"강원도","인제군",연령별 (명),15~64세(생산가능),21729
"강원도","인제군",연령별 (명),65세이상(고령),6194
"강원도","인제군",외국인등록인구수 (명),소계,309
"강원도","인제군",외국인등록인구수 (명),남자,149
"강원도","인제군",외국인등록인구수 (명),여자,160
"강원도","인제군",인구밀도 (명/㎢),소계,19.25
"강원도","인제군",인구증가율 (%),소계,-1.44
"강원도","고성군",면적 (㎢),소계,660.71
"강원도","고성군",전년말주민등록인구수 (명),소계,28144
"강원도","고성군",성별 (명),소계,27260
"강원도","고성군",성별 (명),남자,14114
"강원도","고성군",성별 (명),여자,13146
"강원도","고성군",연령별 (명),소계,27260
"강원도","고성군",연령별 (명),0~14세(유소년),2101
"강원도","고성군",연령별 (명),15~64세(생산가능),17500
"강원도","고성군",연령별 (명),65세이상(고령),7659
"강원도","고성군",외국인등록인구수 (명),소계,1132
"강원도","고성군",외국인등록인구수 (명),남자,862
"강원도","고성군",외국인등록인구수 (명),여자,270
"강원도","고성군",인구밀도 (명/㎢),소계,41.04
"강원도","고성군",인구증가율 (%),소계,-3.14
"강원도","양양군",면적 (㎢),소계,630.08
"강원도","양양군",전년말주민등록인구수 (명),소계,27347
"강원도","양양군",성별 (명),소계,27726
"강원도","양양군",성별 (명),남자,14099
"강원도","양양군",성별 (명),여자,13627
"강원도","양양군",연령별 (명),소계,27726
"강원도","양양군",연령별 (명),0~14세(유소년),2230
"강원도","양양군",연령별 (명),15~64세(생산가능),17551
"강원도","양양군",연령별 (명),65세이상(고령),7945
"강원도","양양군",외국인등록인구수 (명),소계,306
"강원도","양양군",외국인등록인구수 (명),남자,171
"강원도","양양군",외국인등록인구수 (명),여자,135
"강원도","양양군",인구밀도 (명/㎢),소계,44.00
"강원도","양양군",인구증가율 (%),소계,1.39
"충청북도","소계",면적 (㎢),소계,7406.82
"충청북도","소계",전년말주민등록인구수 (명),소계,1599252
"충청북도","소계",성별 (명),소계,1600007
"충청북도","소계",성별 (명),남자,810384
"충청북도","소계",성별 (명),여자,789623
"충청북도","소계",연령별 (명),소계,1600007
"충청북도","소계",연령별 (명),0~14세(유소년),200741
"충청북도","소계",연령별 (명),15~64세(생산가능),1125841
"충청북도","소계",연령별 (명),65세이상(고령),273425
"충청북도","소계",외국인등록인구수 (명),소계,40714
"충청북도","소계",외국인등록인구수 (명),남자,25482
"충청북도","소계",외국인등록인구수 (명),여자,15232
"충청북도","소계",인구밀도 (명/㎢),소계,216.02
"충청북도","소계",인구증가율 (%),소계,0.05
"충청북도","청주시",면적 (㎢),소계,940.84
"충청북도","청주시",전년말주민등록인구수 (명),소계,837749
"충청북도","청주시",성별 (명),소계,839566
"충청북도","청주시",성별 (명),남자,422864
"충청북도","청주시",성별 (명),여자,416702
"충청북도","청주시",연령별 (명),소계,839566
"충청북도","청주시",연령별 (명),0~14세(유소년),118420
"충청북도","청주시",연령별 (명),15~64세(생산가능),614773
"충청북도","청주시",연령별 (명),65세이상(고령),106373
"충청북도","청주시",외국인등록인구수 (명),소계,14148
"충청북도","청주시",외국인등록인구수 (명),남자,7674
"충청북도","청주시",외국인등록인구수 (명),여자,6474
"충청북도","청주시",인구밀도 (명/㎢),소계,892.37
"충청북도","청주시",인구증가율 (%),소계,0.22
"충청북도","충주시",면적 (㎢),소계,983.48
"충청북도","충주시",전년말주민등록인구수 (명),소계,210504
"충청북도","충주시",성별 (명),소계,210737
"충청북도","충주시",성별 (명),남자,106569
"충청북도","충주시",성별 (명),여자,104168
"충청북도","충주시",연령별 (명),소계,210737
"충청북도","충주시",연령별 (명),0~14세(유소년),24301
"충청북도","충주시",연령별 (명),15~64세(생산가능),146625
"충청북도","충주시",연령별 (명),65세이상(고령),39811
"충청북도","충주시",외국인등록인구수 (명),소계,5333
"충청북도","충주시",외국인등록인구수 (명),남자,3375
"충청북도","충주시",외국인등록인구수 (명),여자,1958
"충청북도","충주시",인구밀도 (명/㎢),소계,214.28
"충청북도","충주시",인구증가율 (%),소계,0.11
"충청북도","제천시",면적 (㎢),소계,883.42
"충청북도","제천시",전년말주민등록인구수 (명),소계,135386
"충청북도","제천시",성별 (명),소계,134617
"충청북도","제천시",성별 (명),남자,67459
"충청북도","제천시",성별 (명),여자,67158
"충청북도","제천시",연령별 (명),소계,134617
"충청북도","제천시",연령별 (명),0~14세(유소년),14812
"충청북도","제천시",연령별 (명),15~64세(생산가능),92015
"충청북도","제천시",연령별 (명),65세이상(고령),27790
"충청북도","제천시",외국인등록인구수 (명),소계,1625
"충청북도","제천시",외국인등록인구수 (명),남자,779
"충청북도","제천시",외국인등록인구수 (명),여자,846
"충청북도","제천시",인구밀도 (명/㎢),소계,152.38
"충청북도","제천시",인구증가율 (%),소계,-0.57
"충청북도","보은군",면적 (㎢),소계,584.21
"충청북도","보은군",전년말주민등록인구수 (명),소계,33680
"충청북도","보은군",성별 (명),소계,32949
"충청북도","보은군",성별 (명),남자,16531
"충청북도","보은군",성별 (명),여자,16418
"충청북도","보은군",연령별 (명),소계,32949
"충청북도","보은군",연령별 (명),0~14세(유소년),2554
"충청북도","보은군",연령별 (명),15~64세(생산가능),19486
"충청북도","보은군",연령별 (명),65세이상(고령),10909
"충청북도","보은군",외국인등록인구수 (명),소계,504
"충청북도","보은군",외국인등록인구수 (명),남자,262
"충청북도","보은군",외국인등록인구수 (명),여자,242
"충청북도","보은군",인구밀도 (명/㎢),소계,56.40
"충청북도","보은군",인구증가율 (%),소계,-2.17
"충청북도","옥천군",면적 (㎢),소계,537.22
"충청북도","옥천군",전년말주민등록인구수 (명),소계,51465
"충청북도","옥천군",성별 (명),소계,51023
"충청북도","옥천군",성별 (명),남자,25707
"충청북도","옥천군",성별 (명),여자,25316
"충청북도","옥천군",연령별 (명),소계,51023
"충청북도","옥천군",연령별 (명),0~14세(유소년),4634
"충청북도","옥천군",연령별 (명),15~64세(생산가능),31832
"충청북도","옥천군",연령별 (명),65세이상(고령),14557
"충청북도","옥천군",외국인등록인구수 (명),소계,747
"충청북도","옥천군",외국인등록인구수 (명),남자,459
"충청북도","옥천군",외국인등록인구수 (명),여자,288
"충청북도","옥천군",인구밀도 (명/㎢),소계,94.98
"충청북도","옥천군",인구증가율 (%),소계,-0.86
"충청북도","영동군",면적 (㎢),소계,846.02
"충청북도","영동군",전년말주민등록인구수 (명),소계,49715
"충청북도","영동군",성별 (명),소계,48738
"충청북도","영동군",성별 (명),남자,24181
"충청북도","영동군",성별 (명),여자,24557
"충청북도","영동군",연령별 (명),소계,48738
"충청북도","영동군",연령별 (명),0~14세(유소년),4102
"충청북도","영동군",연령별 (명),15~64세(생산가능),30035
"충청북도","영동군",연령별 (명),65세이상(고령),14601
"충청북도","영동군",외국인등록인구수 (명),소계,853
"충청북도","영동군",외국인등록인구수 (명),남자,531
"충청북도","영동군",외국인등록인구수 (명),여자,322
"충청북도","영동군",인구밀도 (명/㎢),소계,57.61
"충청북도","영동군",인구증가율 (%),소계,-1.97
"충청북도","증평군",면적 (㎢),소계,81.80
"충청북도","증평군",전년말주민등록인구수 (명),소계,37317
"충청북도","증평군",성별 (명),소계,37392
"충청북도","증평군",성별 (명),남자,19350
"충청북도","증평군",성별 (명),여자,18042
"충청북도","증평군",연령별 (명),소계,37392
"충청북도","증평군",연령별 (명),0~14세(유소년),5297
"충청북도","증평군",연령별 (명),15~64세(생산가능),25952
"충청북도","증평군",연령별 (명),65세이상(고령),6143
"충청북도","증평군",외국인등록인구수 (명),소계,779
"충청북도","증평군",외국인등록인구수 (명),남자,403
"충청북도","증평군",외국인등록인구수 (명),여자,376
"충청북도","증평군",인구밀도 (명/㎢),소계,457.11
"충청북도","증평군",인구증가율 (%),소계,0.20
"충청북도","진천군",면적 (㎢),소계,407.30
"충청북도","진천군",전년말주민등록인구수 (명),소계,78218
"충청북도","진천군",성별 (명),소계,81084
"충청북도","진천군",성별 (명),남자,42388
"충청북도","진천군",성별 (명),여자,38696
"충청북도","진천군",연령별 (명),소계,81084
"충청북도","진천군",연령별 (명),0~14세(유소년),11712
"충청북도","진천군",연령별 (명),15~64세(생산가능),56370
"충청북도","진천군",연령별 (명),65세이상(고령),13002
"충청북도","진천군",외국인등록인구수 (명),소계,6073
"충청북도","진천군",외국인등록인구수 (명),남자,4221
"충청북도","진천군",외국인등록인구수 (명),여자,1852
"충청북도","진천군",인구밀도 (명/㎢),소계,199.08
"충청북도","진천군",인구증가율 (%),소계,3.66
"충청북도","괴산군",면적 (㎢),소계,842.19
"충청북도","괴산군",전년말주민등록인구수 (명),소계,39133
"충청북도","괴산군",성별 (명),소계,39163
"충청북도","괴산군",성별 (명),남자,20013
"충청북도","괴산군",성별 (명),여자,19150
"충청북도","괴산군",연령별 (명),소계,39163
"충청북도","괴산군",연령별 (명),0~14세(유소년),2388
"충청북도","괴산군",연령별 (명),15~64세(생산가능),24248
"충청북도","괴산군",연령별 (명),65세이상(고령),12527
"충청북도","괴산군",외국인등록인구수 (명),소계,986
"충청북도","괴산군",외국인등록인구수 (명),남자,630
"충청북도","괴산군",외국인등록인구수 (명),여자,356
"충청북도","괴산군",인구밀도 (명/㎢),소계,46.50
"충청북도","괴산군",인구증가율 (%),소계,0.08
"충청북도","음성군",면적 (㎢),소계,520.18
"충청북도","음성군",전년말주민등록인구수 (명),소계,95830
"충청북도","음성군",성별 (명),소계,94982
"충청북도","음성군",성별 (명),남자,50264
"충청북도","음성군",성별 (명),여자,44718
"충청북도","음성군",연령별 (명),소계,94982
"충청북도","음성군",연령별 (명),0~14세(유소년),10272
"충청북도","음성군",연령별 (명),15~64세(생산가능),65643
"충청북도","음성군",연령별 (명),65세이상(고령),19067
"충청북도","음성군",외국인등록인구수 (명),소계,9452
"충청북도","음성군",외국인등록인구수 (명),남자,7061
"충청북도","음성군",외국인등록인구수 (명),여자,2391
"충청북도","음성군",인구밀도 (명/㎢),소계,182.59
"충청북도","음성군",인구증가율 (%),소계,-0.88
"충청북도","단양군",면적 (㎢),소계,780.16
"충청북도","단양군",전년말주민등록인구수 (명),소계,30255
"충청북도","단양군",성별 (명),소계,29756
"충청북도","단양군",성별 (명),남자,15058
"충청북도","단양군",성별 (명),여자,14698
"충청북도","단양군",연령별 (명),소계,29756
"충청북도","단양군",연령별 (명),0~14세(유소년),2249
"충청북도","단양군",연령별 (명),15~64세(생산가능),18862
"충청북도","단양군",연령별 (명),65세이상(고령),8645
"충청북도","단양군",외국인등록인구수 (명),소계,214
"충청북도","단양군",외국인등록인구수 (명),남자,87
"충청북도","단양군",외국인등록인구수 (명),여자,127
"충청북도","단양군",인구밀도 (명/㎢),소계,38.14
"충청북도","단양군",인구증가율 (%),소계,-1.65
"충청남도","소계",면적 (㎢),소계,8245.54
"충청남도","소계",전년말주민등록인구수 (명),소계,2126282
"충청남도","소계",성별 (명),소계,2123709
"충청남도","소계",성별 (명),남자,1081938
"충청남도","소계",성별 (명),여자,1041771
"충청남도","소계",연령별 (명),소계,2123709
"충청남도","소계",연령별 (명),0~14세(유소년),281196
"충청남도","소계",연령별 (명),15~64세(생산가능),1455839
"충청남도","소계",연령별 (명),65세이상(고령),386674
"충청남도","소계",외국인등록인구수 (명),소계,70675
"충청남도","소계",외국인등록인구수 (명),남자,42805
"충청남도","소계",외국인등록인구수 (명),여자,27870
"충청남도","소계",인구밀도 (명/㎢),소계,257.56
"충청남도","소계",인구증가율 (%),소계,-0.12
"충청남도","천안시",면적 (㎢),소계,636.08
"충청남도","천안시",전년말주민등록인구수 (명),소계,646075
"충청남도","천안시",성별 (명),소계,652258
"충청남도","천안시",성별 (명),남자,332447
"충청남도","천안시",성별 (명),여자,319811
"충청남도","천안시",연령별 (명),소계,652258
"충청남도","천안시",연령별 (명),0~14세(유소년),97847
"충청남도","천안시",연령별 (명),15~64세(생산가능),487234
"충청남도","천안시",연령별 (명),65세이상(고령),67177
"충청남도","천안시",외국인등록인구수 (명),소계,20298
"충청남도","천안시",외국인등록인구수 (명),남자,11723
"충청남도","천안시",외국인등록인구수 (명),여자,8575
"충청남도","천안시",인구밀도 (명/㎢),소계,1025.43
"충청남도","천안시",인구증가율 (%),소계,0.96
"충청남도","공주시",면적 (㎢),소계,864.15
"충청남도","공주시",전년말주민등록인구수 (명),소계,107581
"충청남도","공주시",성별 (명),소계,106474
"충청남도","공주시",성별 (명),남자,53343
"충청남도","공주시",성별 (명),여자,53131
"충청남도","공주시",연령별 (명),소계,106474
"충청남도","공주시",연령별 (명),0~14세(유소년),10050
"충청남도","공주시",연령별 (명),15~64세(생산가능),69976
"충청남도","공주시",연령별 (명),65세이상(고령),26448
"충청남도","공주시",외국인등록인구수 (명),소계,2155
"충청남도","공주시",외국인등록인구수 (명),남자,1120
"충청남도","공주시",외국인등록인구수 (명),여자,1035
"충청남도","공주시",인구밀도 (명/㎢),소계,123.21
"충청남도","공주시",인구증가율 (%),소계,-1.03
"충청남도","보령시",면적 (㎢),소계,586.56
"충청남도","보령시",전년말주민등록인구수 (명),소계,101990
"충청남도","보령시",성별 (명),소계,101114
"충청남도","보령시",성별 (명),남자,51146
"충청남도","보령시",성별 (명),여자,49968
"충청남도","보령시",연령별 (명),소계,101114
"충청남도","보령시",연령별 (명),0~14세(유소년),10508
"충청남도","보령시",연령별 (명),15~64세(생산가능),65618
"충청남도","보령시",연령별 (명),65세이상(고령),24988
"충청남도","보령시",외국인등록인구수 (명),소계,3048
"충청남도","보령시",외국인등록인구수 (명),남자,2349
"충청남도","보령시",외국인등록인구수 (명),여자,699
"충청남도","보령시",인구밀도 (명/㎢),소계,172.38
"충청남도","보령시",인구증가율 (%),소계,-0.86
"충청남도","아산시",면적 (㎢),소계,542.80
"충청남도","아산시",전년말주민등록인구수 (명),소계,312822
"충청남도","아산시",성별 (명),소계,314395
"충청남도","아산시",성별 (명),남자,162694
"충청남도","아산시",성별 (명),여자,151701
"충청남도","아산시",연령별 (명),소계,314395
"충청남도","아산시",연령별 (명),0~14세(유소년),52651
"충청남도","아산시",연령별 (명),15~64세(생산가능),221699
"충청남도","아산시",연령별 (명),65세이상(고령),40045
"충청남도","아산시",외국인등록인구수 (명),소계,18679
"충청남도","아산시",외국인등록인구수 (명),남자,11439
"충청남도","아산시",외국인등록인구수 (명),여자,7240
"충청남도","아산시",인구밀도 (명/㎢),소계,579.21
"충청남도","아산시",인구증가율 (%),소계,0.50
"충청남도","서산시",면적 (㎢),소계,742.03
"충청남도","서산시",전년말주민등록인구수 (명),소계,174162
"충청남도","서산시",성별 (명),소계,174690
"충청남도","서산시",성별 (명),남자,90348
"충청남도","서산시",성별 (명),여자,84342
"충청남도","서산시",연령별 (명),소계,174690
"충청남도","서산시",연령별 (명),0~14세(유소년),24526
"충청남도","서산시",연령별 (명),15~64세(생산가능),119063
"충청남도","서산시",연령별 (명),65세이상(고령),31101
"충청남도","서산시",외국인등록인구수 (명),소계,4461
"충청남도","서산시",외국인등록인구수 (명),남자,2452
"충청남도","서산시",외국인등록인구수 (명),여자,2009
"충청남도","서산시",인구밀도 (명/㎢),소계,235.42
"충청남도","서산시",인구증가율 (%),소계,0.30
"충청남도","논산시",면적 (㎢),소계,555.58
"충청남도","논산시",전년말주민등록인구수 (명),소계,120230
"충청남도","논산시",성별 (명),소계,118842
"충청남도","논산시",성별 (명),남자,59406
"충청남도","논산시",성별 (명),여자,59436
"충청남도","논산시",연령별 (명),소계,118842
"충청남도","논산시",연령별 (명),0~14세(유소년),12456
"충청남도","논산시",연령별 (명),15~64세(생산가능),76280
"충청남도","논산시",연령별 (명),65세이상(고령),30106
"충청남도","논산시",외국인등록인구수 (명),소계,4139
"충청남도","논산시",외국인등록인구수 (명),남자,2257
"충청남도","논산시",외국인등록인구수 (명),여자,1882
"충청남도","논산시",인구밀도 (명/㎢),소계,213.91
"충청남도","논산시",인구증가율 (%),소계,-1.15
"충청남도","계룡시",면적 (㎢),소계,60.70
"충청남도","계룡시",전년말주민등록인구수 (명),소계,43731
"충청남도","계룡시",성별 (명),소계,42971
"충청남도","계룡시",성별 (명),남자,21338
"충청남도","계룡시",성별 (명),여자,21633
"충청남도","계룡시",연령별 (명),소계,42971
"충청남도","계룡시",연령별 (명),0~14세(유소년),7214
"충청남도","계룡시",연령별 (명),15~64세(생산가능),30993
"충청남도","계룡시",연령별 (명),65세이상(고령),4764
"충청남도","계룡시",외국인등록인구수 (명),소계,217
"충청남도","계룡시",외국인등록인구수 (명),남자,110
"충청남도","계룡시",외국인등록인구수 (명),여자,107
"충청남도","계룡시",인구밀도 (명/㎢),소계,707.92
"충청남도","계룡시",인구증가율 (%),소계,-1.74
"충청남도","당진시",면적 (㎢),소계,705.42
"충청남도","당진시",전년말주민등록인구수 (명),소계,167770
"충청남도","당진시",성별 (명),소계,167042
"충청남도","당진시",성별 (명),남자,88299
"충청남도","당진시",성별 (명),여자,78743
"충청남도","당진시",연령별 (명),소계,167042
"충청남도","당진시",연령별 (명),0~14세(유소년),24655
"충청남도","당진시",연령별 (명),15~64세(생산가능),112454
"충청남도","당진시",연령별 (명),65세이상(고령),29933
"충청남도","당진시",외국인등록인구수 (명),소계,5982
"충청남도","당진시",외국인등록인구수 (명),남자,3873
"충청남도","당진시",외국인등록인구수 (명),여자,2109
"충청남도","당진시",인구밀도 (명/㎢),소계,236.80
"충청남도","당진시",인구증가율 (%),소계,-0.43
"충청남도","금산군",면적 (㎢),소계,577.24
"충청남도","금산군",전년말주민등록인구수 (명),소계,53222
"충청남도","금산군",성별 (명),소계,52257
"충청남도","금산군",성별 (명),남자,26309
"충청남도","금산군",성별 (명),여자,25948
"충청남도","금산군",연령별 (명),소계,52257
"충청남도","금산군",연령별 (명),0~14세(유소년),4918
"충청남도","금산군",연령별 (명),15~64세(생산가능),31726
"충청남도","금산군",연령별 (명),65세이상(고령),15613
"충청남도","금산군",외국인등록인구수 (명),소계,2339
"충청남도","금산군",외국인등록인구수 (명),남자,1234
"충청남도","금산군",외국인등록인구수 (명),여자,1105
"충청남도","금산군",인구밀도 (명/㎢),소계,90.53
"충청남도","금산군",인구증가율 (%),소계,-1.81
"충청남도","부여군",면적 (㎢),소계,624.53
"충청남도","부여군",전년말주민등록인구수 (명),소계,68078
"충청남도","부여군",성별 (명),소계,66740
"충청남도","부여군",성별 (명),남자,33049
"충청남도","부여군",성별 (명),여자,33691
"충청남도","부여군",연령별 (명),소계,66740
"충청남도","부여군",연령별 (명),0~14세(유소년),5367
"충청남도","부여군",연령별 (명),15~64세(생산가능),39322
"충청남도","부여군",연령별 (명),65세이상(고령),22051
"충청남도","부여군",외국인등록인구수 (명),소계,1244
"충청남도","부여군",외국인등록인구수 (명),남자,669
"충청남도","부여군",외국인등록인구수 (명),여자,575
"충청남도","부여군",인구밀도 (명/㎢),소계,106.86
"충청남도","부여군",인구증가율 (%),소계,-1.97
"충청남도","서천군",면적 (㎢),소계,366.12
"충청남도","서천군",전년말주민등록인구수 (명),소계,53922
"충청남도","서천군",성별 (명),소계,52805
"충청남도","서천군",성별 (명),남자,26110
"충청남도","서천군",성별 (명),여자,26695
"충청남도","서천군",연령별 (명),소계,52805
"충청남도","서천군",연령별 (명),0~14세(유소년),4078
"충청남도","서천군",연령별 (명),15~64세(생산가능),30310
"충청남도","서천군",연령별 (명),65세이상(고령),18417
"충청남도","서천군",외국인등록인구수 (명),소계,1400
"충청남도","서천군",외국인등록인구수 (명),남자,1038
"충청남도","서천군",외국인등록인구수 (명),여자,362
"충청남도","서천군",인구밀도 (명/㎢),소계,144.23
"충청남도","서천군",인구증가율 (%),소계,-2.07
"충청남도","청양군",면적 (㎢),소계,479.10
"충청남도","청양군",전년말주민등록인구수 (명),소계,32296
"충청남도","청양군",성별 (명),소계,31717
"충청남도","청양군",성별 (명),남자,15997
"충청남도","청양군",성별 (명),여자,15720
"충청남도","청양군",연령별 (명),소계,31717
"충청남도","청양군",연령별 (명),0~14세(유소년),2204
"충청남도","청양군",연령별 (명),15~64세(생산가능),18751
"충청남도","청양군",연령별 (명),65세이상(고령),10762
"충청남도","청양군",외국인등록인구수 (명),소계,642
"충청남도","청양군",외국인등록인구수 (명),남자,335
"충청남도","청양군",외국인등록인구수 (명),여자,307
"충청남도","청양군",인구밀도 (명/㎢),소계,66.20
"충청남도","청양군",인구증가율 (%),소계,-1.79
"충청남도","홍성군",면적 (㎢),소계,446.70
"충청남도","홍성군",전년말주민등록인구수 (명),소계,101082
"충청남도","홍성군",성별 (명),소계,100423
"충청남도","홍성군",성별 (명),남자,49931
"충청남도","홍성군",성별 (명),여자,50492
"충청남도","홍성군",연령별 (명),소계,100423
"충청남도","홍성군",연령별 (명),0~14세(유소년),12688
"충청남도","홍성군",연령별 (명),15~64세(생산가능),64744
"충청남도","홍성군",연령별 (명),65세이상(고령),22991
"충청남도","홍성군",외국인등록인구수 (명),소계,2449
"충청남도","홍성군",외국인등록인구수 (명),남자,1645
"충청남도","홍성군",외국인등록인구수 (명),여자,804
"충청남도","홍성군",인구밀도 (명/㎢),소계,224.81
"충청남도","홍성군",인구증가율 (%),소계,-0.65
"충청남도","예산군",면적 (㎢),소계,542.65
"충청남도","예산군",전년말주민등록인구수 (명),소계,80083
"충청남도","예산군",성별 (명),소계,79238
"충청남도","예산군",성별 (명),남자,39806
"충청남도","예산군",성별 (명),여자,39432
"충청남도","예산군",연령별 (명),소계,79238
"충청남도","예산군",연령별 (명),0~14세(유소년),6575
"충청남도","예산군",연령별 (명),15~64세(생산가능),48952
"충청남도","예산군",연령별 (명),65세이상(고령),23711
"충청남도","예산군",외국인등록인구수 (명),소계,2250
"충청남도","예산군",외국인등록인구수 (명),남자,1573
"충청남도","예산군",외국인등록인구수 (명),여자,677
"충청남도","예산군",인구밀도 (명/㎢),소계,146.02
"충청남도","예산군",인구증가율 (%),소계,-1.06
"충청남도","태안군",면적 (㎢),소계,515.89
"충청남도","태안군",전년말주민등록인구수 (명),소계,63238
"충청남도","태안군",성별 (명),소계,62743
"충청남도","태안군",성별 (명),남자,31715
"충청남도","태안군",성별 (명),여자,31028
"충청남도","태안군",연령별 (명),소계,62743
"충청남도","태안군",연령별 (명),0~14세(유소년),5459
"충청남도","태안군",연령별 (명),15~64세(생산가능),38717
"충청남도","태안군",연령별 (명),65세이상(고령),18567
"충청남도","태안군",외국인등록인구수 (명),소계,1372
"충청남도","태안군",외국인등록인구수 (명),남자,988
"충청남도","태안군",외국인등록인구수 (명),여자,384
"충청남도","태안군",인구밀도 (명/㎢),소계,121.62
"충청남도","태안군",인구증가율 (%),소계,-0.78
"전라북도","소계",면적 (㎢),소계,8069.14
"전라북도","소계",전년말주민등록인구수 (명),소계,1836832
"전라북도","소계",성별 (명),소계,1818917
"전라북도","소계",성별 (명),남자,904110
"전라북도","소계",성별 (명),여자,914807
"전라북도","소계",연령별 (명),소계,1818917
"전라북도","소계",연령별 (명),0~14세(유소년),219684
"전라북도","소계",연령별 (명),15~64세(생산가능),1228557
"전라북도","소계",연령별 (명),65세이상(고령),370676
"전라북도","소계",외국인등록인구수 (명),소계,33074
"전라북도","소계",외국인등록인구수 (명),남자,18300
"전라북도","소계",외국인등록인구수 (명),여자,14774
"전라북도","소계",인구밀도 (명/㎢),소계,225.42
"전라북도","소계",인구증가율 (%),소계,-0.98
"전라북도","전주시",면적 (㎢),소계,206.04
"전라북도","전주시",전년말주민등록인구수 (명),소계,651091
"전라북도","전주시",성별 (명),소계,654394
"전라북도","전주시",성별 (명),남자,322236
"전라북도","전주시",성별 (명),여자,332158
"전라북도","전주시",연령별 (명),소계,654394
"전라북도","전주시",연령별 (명),0~14세(유소년),89708
"전라북도","전주시",연령별 (명),15~64세(생산가능),471525
"전라북도","전주시",연령별 (명),65세이상(고령),93161
"전라북도","전주시",외국인등록인구수 (명),소계,8704
"전라북도","전주시",외국인등록인구수 (명),남자,4092
"전라북도","전주시",외국인등록인구수 (명),여자,4612
"전라북도","전주시",인구밀도 (명/㎢),소계,3176.05
"전라북도","전주시",인구증가율 (%),소계,0.51
"전라북도","군산시",면적 (㎢),소계,396.68
"전라북도","군산시",전년말주민등록인구수 (명),소계,272645
"전라북도","군산시",성별 (명),소계,270131
"전라북도","군산시",성별 (명),남자,136421
"전라북도","군산시",성별 (명),여자,133710
"전라북도","군산시",연령별 (명),소계,270131
"전라북도","군산시",연령별 (명),0~14세(유소년),35563
"전라북도","군산시",연령별 (명),15~64세(생산가능),186509
"전라북도","군산시",연령별 (명),65세이상(고령),48059
"전라북도","군산시",외국인등록인구수 (명),소계,6101
"전라북도","군산시",외국인등록인구수 (명),남자,3965
"전라북도","군산시",외국인등록인구수 (명),여자,2136
"전라북도","군산시",인구밀도 (명/㎢),소계,680.98
"전라북도","군산시",인구증가율 (%),소계,-0.92
"전라북도","익산시",면적 (㎢),소계,506.54
"전라북도","익산시",전년말주민등록인구수 (명),소계,294062
"전라북도","익산시",성별 (명),소계,287771
"전라북도","익산시",성별 (명),남자,143392
"전라북도","익산시",성별 (명),여자,144379
"전라북도","익산시",연령별 (명),소계,287771
"전라북도","익산시",연령별 (명),0~14세(유소년),34032
"전라북도","익산시",연령별 (명),15~64세(생산가능),200214
